区域,名称,景点id,类型,级别,热度,地址,特色,经度,纬度,票价,月销量,图片
江西·南昌·九龙湖新区,南昌VR主题乐园,4221950021,游乐场,无级别,热度 0.0,江西省南昌市九龙湖新区九龙大道1388号（地铁2号线国博站2号出口）,休闲体验相结合的实境式VR主题乐园,115.805953,28.6143,¥178 起,63,http://img1.qunarzz.com/sight/p0/1811/ae/ae694b0074546c93a3.img.jpg_280x200_c0c5a7ee.jpg
四川·宜宾·蜀南竹海,蜀南竹海博物馆,3222145636,展馆,无级别,热度 0.0,四川省宜宾市宜宾县兴文石海洞乡,展示了旖旎的竹海风光、灿烂的竹文化,104.98868335988,28.4674797,¥388 起,63,http://img1.qunarzz.com/sight/p0/1708/d5/d5c8003a916549aa3.water.jpg_280x200_223b9880.jpg
浙江·杭州·上城区,杭州博物馆,1950867912,展馆,无级别,热度 0.0,浙江省杭州市上城区粮道山18号吴山广场东南侧,反映杭州城市历史的综合性博物馆,120.17266326922,30.24612466,¥499 起,63,http://img1.qunarzz.com/sight/p0/1603/18/18837eaa2a6a6b4b90.water.jpg_280x200_5f6e1caa.jpg
浙江·温州·鹿城区,温州嗒咪动物奇幻乐园（5050店）,1633150100,展馆,无级别,热度 0.0,温州市鹿城区双屿街道鞋都大道235号温州5050购物中心三层L3001-L3004号,一座寓教于乐的城市智慧动物园,120.624723,28.02372,¥115 起,63,http://img1.qunarzz.com/sight/p0/1809/ee/ee94b41c120d605da3.img.png_280x200_3faf6967.png
黑龙江·哈尔滨·香坊区,伏尔加庄园,1136505403,农家度假,4A景区,热度 0.0,黑龙江省哈尔滨市香坊区哈成路16公里处,感受俄式建筑独特风情,126.906666,45.676867,¥3 起,63,http://img1.qunarzz.com/sight/p0/1911/dc/dc264e7b3003f5a6a3.img.jpg_280x200_2341264c.jpg
广西·柳州·柳城县,知青城,4012490569,古建筑,3A景区,热度 0.0,广西壮族自治区柳州市柳城县洛崖-中寨,“知青城”位于大埔镇洛崖社区—中寨村，景区位于“百里柳江”上游的融江河畔，距县城5公里，距柳州市区55公里，景区溯水而上,109.18139377197,24.67244399,¥9 起,63,http://img1.qunarzz.com/sight/p0/201301/18/44879c4ad4ab859093835fbb.jpg_280x200_747223cc.jpg
辽宁·大连·金州区,金石滩旅游度假区,365688441,展馆,5A景区,热度 0.92,辽宁省大连市金州区丹枫路金石滩国家旅游度假区,凝固的动物世界，天然的地质博物馆,122.012502,39.091863,¥25 起,62,http://img1.qunarzz.com/sight/p0/201406/23/e33a3fcb8a1eed5ecab853f86d4cc39f.jpg_280x200_a85fbb6b.jpg
广西·百色·靖西县,古龙山大峡谷,1986255673,公园,4A景区,热度 0.86,广西壮族自治区百色市靖西县湖润镇新灵村,佳景荟萃，自然纯净，不染世尘的原始画廊,106.668049,23.013365,¥95 起,62,http://img1.qunarzz.com/sight/p0/1507/72/9741fc57b659e552b98561efe2ae8b5f.water.jpg_280x200_5abb2734.jpg
河北·石家庄·正定县,天宁寺凌霄塔,1580833149,古建筑,无级别,热度 0.8,在正定隆兴寺之西大众街北侧原天宁寺内,暮鼓晨钟，香火鼎盛,114.58166199177,38.14836152,¥13 起,62,http://img1.qunarzz.com/sight/p65/201211/05/9cbe466607ebd5c593835fbb.jpg_280x200_4c7f2e78.jpg
山东·临沂·蒙阴县,孟良崮,1456729113,公园,4A景区,热度 0.8,山东省临沂市蒙阴县垛庄镇泉桥村孟良崮景区,红色旅游的必去之地,118.192291,35.542895,¥34.4 起,62,http://img1.qunarzz.com/sight/p0/201407/17/f4720e3874bcd4969bb8c29730d99f58.jpg_280x200_3f452a94.jpg
山东·临沂·蒙阴县,孟良崮,1456729113,文化古迹,4A景区,热度 0.8,山东省临沂市蒙阴县垛庄镇泉桥村孟良崮景区,红色旅游的必去之地,118.192291,35.542895,¥34.4 起,62,http://img1.qunarzz.com/sight/p0/201407/17/f4720e3874bcd4969bb8c29730d99f58.jpg_280x200_3f452a94.jpg
山东·临沂·蒙阴县,孟良崮,1456729113,展馆,4A景区,热度 0.8,山东省临沂市蒙阴县垛庄镇泉桥村孟良崮景区,红色旅游的必去之地,118.192291,35.542895,¥34.4 起,62,http://img1.qunarzz.com/sight/p0/201407/17/f4720e3874bcd4969bb8c29730d99f58.jpg_280x200_3f452a94.jpg
湖北·荆门·东宝区,漳河风景区,4014228532,山川,4A景区,热度 0.78,湖北荆门漳河镇漳河管理局,水域宽阔，烟波浩瀚，湖光山色，风景如画,112.087757,30.965548,¥17.4 起,62,http://img1.qunarzz.com/sight/p0/1806/23/2324b88985db4847a3.img.jpg_280x200_31c2025c.jpg
山东·济宁·梁山县,水泊梁山,2564461739,山川,4A景区,热度 0.76,山东省济宁市梁山县越山南路36号,绿柳垂岸，粉荷满地，水鸥翔集，风光宜人,116.113073,35.7939,¥50 起,62,http://img1.qunarzz.com/sight/p0/201403/07/cd8cfebe5db28d79e4be008024517e0c.jpg_280x200_f4bc0dfd.jpg
江苏·盐城·大丰市,丹顶鹤自然保护区,3206213053,公园,无级别,热度 0.74,中国江苏盐城,芦苇丛生，空旷宁静，丹顶鹤的天堂,120.507209,33.609166,¥37 起,62,http://img1.qunarzz.com/sight/p87/201211/01/ca5f2f21eed184fe93835fbb.jpg_280x200_856fb0c3.jpg
山东·烟台·蓬莱市,三仙山风景区,788716914,山川,5A景区,热度 0.74,山东省蓬莱市海滨路9号(近三仙山大酒店),东方神话的源头，人间仙境，洞天福地,120.789653,37.827783,¥100 起,62,http://img1.qunarzz.com/sight/p0/1902/2b/2b311aa0a37cb490a3.water.jpg_280x200_775b2138.jpg
天津·天津·蓟县,独乐寺,608879048,文化古迹,4A景区,热度 0.74,天津市蓟县城内武定街41号,一座享誉中外的千年古刹,117.410073,40.05099,¥39 起,62,http://img1.qunarzz.com/sight/p0/1603/4d/4d5ca313c19bd71b90.water.jpg_280x200_1e09f80a.jpg
云南·楚雄·武定县,武定狮子山,417202513,山川,4A景区,热度 0.74,云南省楚雄彝族自治州武定县,自然风光秀甲滇中，是西南的一座奇山,102.385484,25.539995,¥65 起,62,http://img1.qunarzz.com/sight/p0/1505/b5/b51e06e4a7f93ff3.water.jpg_280x200_0bc52d65.jpg
浙江·宁波·北仑区,凤凰山海港乐园,2839620294,游乐场,4A景区,热度 0.74,浙江省宁波市北仑区辽河路728号,能让你“疯狂”的主题乐园,121.860427,29.901476,¥1.2 起,62,http://img1.qunarzz.com/sight/p0/201301/07/1487c9e59caa463d93835fbb.jpg_280x200_e8030b71.jpg
浙江·宁波·鄞州区,宁波五龙潭,18691337,公园,4A景区,热度 0.74,浙江省宁波市海曙区龙观乡古山村,浙东五龙潭，潭潭有灵性,121.262639,29.804802,¥43 起,62,http://img1.qunarzz.com/sight/p0/1906/87/87c8dfcd106cc31aa3.img.jpg_280x200_63e559c3.jpg
浙江·杭州·临安市,青山湖国家森林公园,1995504317,公园,无级别,热度 0.72,浙江省杭州市临安市,以“青山绿水，文化精采”为特色,119.779473,30.233481,¥79.9 起,62,http://img1.qunarzz.com/sight/p0/1501/5c/5c6d0fea71a81ecc.water.jpg_280x200_dafc40d1.jpg
上海·上海·虹口区,多伦路文化名人街,257583615,城市观光,无级别,热度 0.7,上海虹口区多伦路,而它的分支马路，呈“L”状的多伦路则曾经是中国近代文学的重要据点。在上世纪的二三十年代，鲁迅、瞿秋白、丁玲、茅盾、郭沫若,121.48164,31.264236,¥568 起,62,http://img1.qunarzz.com/sight/p0/1504/4e/4e07c8da85149fb8.water.jpg_280x200_d3969ea8.jpg
新疆·吐鲁番·吐鲁番市,吐鲁番博物馆,493963716,展馆,无级别,热度 0.7,新疆维吾尔自治区吐鲁番市最繁华的高昌路西侧,突出了西域地方民族特色和历史沧桑感,89.192019,42.942324,¥679 起,62,http://img1.qunarzz.com/sight/p0/1703/88/88839f4ebb9d985a3.water.jpg_280x200_1062baaf.jpg
云南·丽江,里务必岛,3105004412,文化古迹,无级别,热度 0.7,云南省丽江市宁蒗彝族自治县,环境清幽，风景如画，鸟类栖息的天堂,102.69807613237,25.04762149,¥70 起,62,http://img1.qunarzz.com/sight/p0/201307/24/2b7d4d796e628c9ec8d65eac.jpg_280x200_37b70f34.jpg
四川·乐山·峨边县,黑竹沟,1027718069,公园,4A景区,热度 0.7,四川省乐山市峨边彝族自治县,专家们至今仍探寻未果的黑竹沟失踪之谜,103.014631,29.046124,¥48 起,62,http://img1.qunarzz.com/sight/p0/201402/13/7e2c82471c669d3244066d6c5abb7b52.jpg_280x200_e618ae83.jpg
北京·北京·西城区,中国地质博物馆,4050432186,展馆,3A景区,热度 0.7,北京市西城区西四羊肉胡同15号（广济寺对面）,中国人自己建造的早期国立自然科学博物馆,116.378742,39.929776,¥15 起,62,http://img1.qunarzz.com/sight/p0/1409/21/c27f29d84387ca1d78c34d821034f66b.jpg_280x200_def92187.jpg
广东·佛山·南海区,金沙乐园（原南海大湿地公园）,529512250,农家度假,无级别,热度 0.0,广东省佛山市南海区丹灶镇金沙上安村金沙滩度假村内,湿地主题公园，休闲旅游好去处,112.973721,23.085918,¥16 起,62,http://img1.qunarzz.com/sight/p0/1702/68/68fcb3dd20bff03ba3.water.jpg_280x200_87cd49a3.jpg
广东·深圳·龙岗区,较场尾,1971057094,农家度假,无级别,热度 0.0,广东深圳龙岗区大鹏所城对面较场尾小区较3西巷,一条有海岸线的村子,114.51672,22.594775,¥50 起,62,http://img1.qunarzz.com/sight/p0/1504/ea/ea1547edc307bed5.water.jpg_280x200_62f1df43.jpg
广西·桂林·阳朔,展卓通用航空阳朔基地,2455020975,运动健身,无级别,热度 0.0,广西省桂林市阳朔县高田镇高田高速路口,开启低空旅游时代,110.681768,25.605565,¥658 起,62,http://img1.qunarzz.com/sight/p0/1702/2a/2a2d8d4aabf1c43a3.water.jpg_280x200_fde8b5b1.jpg
贵州·黔南,中国天眼驿站,936254555,农家度假,无级别,热度 0.0,贵州省黔南布依族苗族自治州罗甸县边阳镇中国天眼驿站,生态观光好去处,106.639456,25.642338,¥98 起,62,http://img1.qunarzz.com/sight/p0/1705/7a/7afcc33294364f80a3.img.png_280x200_376164f9.png
贵州·铜仁·梵净山,红云金顶,4269400952,古建筑,无级别,热度 0.0,贵州省铜仁地区印江土家族苗族自治县 梵净山国家级自然保护区,晨间红云瑞气常饶四周，人称红云金顶,108.62114121107,27.9464725,¥198 起,62,http://img1.qunarzz.com/sight/p4/201211/05/97ec2011f9ca933393835fbb.jpg_280x200_e929cdf9.jpg
贵州·铜仁·梵净山,红云金顶,4269400952,文化古迹,无级别,热度 0.0,贵州省铜仁地区印江土家族苗族自治县 梵净山国家级自然保护区,晨间红云瑞气常饶四周，人称红云金顶,108.62114121107,27.9464725,¥198 起,62,http://img1.qunarzz.com/sight/p4/201211/05/97ec2011f9ca933393835fbb.jpg_280x200_e929cdf9.jpg
河南·许昌·鄢陵县,五彩大地观光休闲旅游区,1766432200,公园,无级别,热度 0.0,河南省许昌市鄢陵县花海大道与花溪大道交汇处向西200米路北，黄龙店村西部,秀丽景色尽收眼底,114.184009,34.110029,¥34.9 起,62,http://img1.qunarzz.com/sight/p0/1609/a0/a0ac8974e22c53f7a3.water.jpg_280x200_a17f683f.jpg
黑龙江·哈尔滨,松花江公路大桥,2876827436,城市观光,无级别,热度 0.0,黑龙江省哈尔滨市市辖区,滔滔东去的松花江水在脚下飞腾,126.505553,45.859932,¥298 起,62,http://img1.qunarzz.com/sight/p0/201403/10/eed2aa4e45b3b0a8bd8e0aa456cd9e12.jpg_280x200_aaa14b68.jpg
湖北·随州,随州欢乐世界,1652487244,游乐场,无级别,热度 0.0,湖北省随州市淅河镇桥头村淅魏桥头,动感欢乐、梦幻的海洋,113.461628,31.681411,¥168 起,62,http://img1.qunarzz.com/sight/p0/1706/2e/2e0a528bea32cbd2a3.img.jpg_280x200_7b2bba52.jpg
江苏·南京·江宁区,汤山矿坑公园,164274199,公园,无级别,热度 0.0,南京市江宁区汤山街道美泉路与泉都大街交界处往西200米,汤山矿坑公园位于汤山国家旅游度假区美泉路以北，汤山山体以南，曾是汤山山体较大的废弃矿坑——龙泉采石场。人们可以在这里一边,119.045424,32.044799,¥40 起,62,http://img1.qunarzz.com/sight/p0/1905/dd/dd27d1a76cb64345a3.img.jpg_280x200_cc5e5f9a.jpg
江苏·无锡·江阴市,赞园,4275508512,展馆,无级别,热度 0.0,江苏省无锡市江阴市东外环路贯庄村东外环路富仁集团对面,脱离一切俗物，达到自由的心境,120.325297,31.905733,¥7 起,62,http://img1.qunarzz.com/sight/p0/201403/28/2128a54ab625a5aab27509d8eebc8525.jpg_280x200_68ef5dce.jpg
江西·九江·武宁县,武宁西海燕码头,230227077,城市观光,无级别,热度 0.0,江西省九江市武宁县新城区西海燕码头,穿越码头 为您的未来祈福,115.094121,29.262462,¥75 起,62,http://img1.qunarzz.com/sight/p0/1703/f5/f5e714ee1ce6e0bda3.water.jpg_280x200_f45e8084.jpg
山西·大同·南郊区,大同煤炭博物馆,151777053,展馆,无级别,热度 0.0,山西省大同市南郊区晋华宫国家矿山公园内,实物标本 模拟造型 多媒体互动,113.144578,40.110757,¥28 起,62,http://img1.qunarzz.com/sight/p0/1703/d0/d01b536b024ef61aa3.water.jpg_280x200_04828338.jpg
山西·忻州·五台山,尊胜寺,2294973131,文化古迹,无级别,热度 0.0,陕西忻州市五台山县五台山景区内,五峰咽喉,113.392741,38.794123,¥3 起,62,http://img1.qunarzz.com/sight/p0/1512/6d/6df5184f3db8777d90.water.jpg_280x200_f51147af.jpg
香港·香港·太平山顶,太平山顶缆车,4147359607,城市观光,无级别,热度 0.0,香港特别行政区香港岛山顶路128号凌宵阁地下G10铺(近山顶缆车站),不论白天或晚上，都有不一样的精彩等你,114.170962,22.280845,¥32 起,62,http://img1.qunarzz.com/sight/p0/1502/ac/ac9d4a977e8a7a38.water.jpg_280x200_a39205c5.jpg
云南·德宏·陇川县,龙安新马温泉度假区,2912726252,农家度假,无级别,热度 0.0,云南德宏陇川县拢把镇龙安村,依托新马温泉和陇川自然、人文资源,97.778992,24.28415,¥109 起,62,http://img1.qunarzz.com/sight/p0/1408/29/e4f2720d4c3a7c1406c2ffdbc8c8c3ab.jpg_280x200_1197e7a0.jpg
浙江·杭州·江干区,钱江新城,3549538132,城市观光,无级别,热度 0.0,浙江省杭州市江干区江东路与富春路交叉口,钱江新城位于浙江省杭州市城区的东南部，钱塘江北岸，距离西湖风景区约4.5公里。一期所辖范围为：东临钱塘江，南靠复兴地区，,120.21869,30.246352,¥499 起,62,http://img1.qunarzz.com/sight/p0/201403/11/bad5972cdf1ed3cebab429213a41eb12.jpg_280x200_c2f38f66.jpg
浙江·丽水·遂昌县,北斗崖景区,636658501,运动健身,无级别,热度 0.0,浙江省丽水市遂昌县高坪乡北斗崖景区,春季踏青、夏季避暑、秋季采摘、冬季滑雪,119.073987,28.708513,¥55 起,62,http://img1.qunarzz.com/sight/p0/1510/40/405dc4a1b22822d6.water.jpg_280x200_0daf1c43.jpg
浙江·宁波·象山县,檀头山岛,222259488,文化古迹,无级别,热度 0.0,浙江省宁波市象山石浦檀头山岛（近东门岛）,观赏海景，品尝海鲜，体验渔乡习俗,122.045826,29.206344,¥116 起,62,http://img1.qunarzz.com/sight/p0/201301/06/d1deb6bac180cfba93835fbb.png_280x200_b34d1cab.png
浙江·绍兴·安昌古镇,安昌民俗风情馆,4190070274,展馆,无级别,热度 0.0,浙江省绍兴市安昌镇,这家小店的主人沈宝麟竟远近闻名,120.503906,30.142849,¥38.4 起,62,http://img1.qunarzz.com/sight/p0/1710/f2/f26d6382ff713942a3.water.jpg_280x200_4c363d7f.jpg
重庆·重庆·渝中区,山城夜景,839231093,城市观光,无级别,热度 0.0,重庆市渝中区交通巷4号-附4号,不览夜景，未到重庆,106.551098,29.563134,¥298 起,62,http://img1.qunarzz.com/sight/p0/1705/df/dfc5196eec4d886fa3.water.jpg_280x200_54aff522.jpg
海南·琼海,博鳌亚洲论坛永久会址,807714811,展馆,4A景区,热度 0.0,海南省琼海市博鳌镇远洋大道1号东屿岛,博鳌亚洲论坛年会的永久性会址,110.583442,19.150239,¥115 起,62,http://img1.qunarzz.com/sight/p0/1505/10/10c07aaa1b269b6d.water.jpg_280x200_12ae77e6.jpg
吉林·吉林市·五虎岛,五虎岛游乐园（水世界）,1432170779,游乐场,4A景区,热度 0.0,吉林省吉林市丰满区丰满桥东侧松滨路,五虎岛游乐园由吉林松花湖风景名胜区管理有限公司开发建设，自2012年8月开始建设至今，更新改造原有破旧设施，改造恢复部分,126.701251,43.734173,¥228 起,62,http://img1.qunarzz.com/sight/p0/201406/25/222944c4d364b3d6e9064465071a898e.jpg_280x200_a5377220.jpg
河南·商丘·永城市,淮海战役纪念馆,690638494,展馆,3A景区,热度 0.0,河南省商丘市永城市004乡道,苍松翠柏，绿树成荫，布局协调，庄严肃穆,116.58974171746,34.01512787,¥9 起,62,http://img1.qunarzz.com/sight/p0/201301/17/51d461fecec5d9a793835fbb.jpg_280x200_033c1bb5.jpg
云南·昆明·西山区,金马碧鸡坊,3629870854,古建筑,无级别,热度 0.82,昆明金碧路中段,历史悠久，民族特色突出，被誉为昆明的象征,102.716349,25.039799,¥258 起,61,http://img1.qunarzz.com/sight/p0/201307/23/669b39677952c159c8d65eac.jpg_280x200_360b902b.jpg
陕西·延安·延安革命纪念地景区,延安革命纪念馆,414026121,展馆,4A景区,热度 0.74,陕西省延安市宝塔区王家坪,被中宣部命名为“百名爱国主义教育基地”,109.484352,36.613968,¥90 起,61,http://img1.qunarzz.com/sight/p0/201402/18/28ae0d7bbf776022e977cde4dda84fa4.jpg_280x200_c307ce68.jpg
北京·北京·门头沟区,灵水村,1854655289,农家度假,无级别,热度 0.7,北京市门头沟区斋堂镇灵水村,“爸爸去哪儿”的起点,115.702706,39.978714,¥20 起,61,http://img1.qunarzz.com/sight/p0/1603/8d/8d8fb39b7ccc885090.water.jpg_280x200_0e960c49.jpg
甘肃·兰州·安宁区,西部欢乐园,4273425614,游乐场,无级别,热度 0.7,甘肃省兰州市安宁区秀川路6号,西部欢乐园座落在兰州第二中心区——七里河秀川黄河之滨，是以游乐项目为主兼营房地产开发的大型现代化企业。公园占地300亩，,103.711446,36.086203,¥1.4 起,61,http://img1.qunarzz.com/sight/p0/201405/30/c676ffe47ae1abba05dbf0cadaff3fe5.jpg_280x200_a9b19d69.jpg
湖北·襄阳·樊城区,英雄谷梦幻穿越游乐园,3941578315,游乐场,无级别,热度 0.0,湖北省襄阳市襄城区环城南路岘山文化广场,梦幻娱乐观赏，给你不一样的感官体验,112.160388,32.010619,¥24.9 起,61,http://img1.qunarzz.com/sight/p0/1707/24/24a3edf0dc9c85c2a3.img.jpg_280x200_a066ddf9.jpg
湖南·长沙·宁乡县,稻花香里农耕文化园,3163385604,展馆,无级别,热度 0.0,长沙市宁乡县双江口镇金朱公路与白玉河交汇处,各色项目荟萃，带你体验无限,112.670164,28.337127,¥55 起,61,http://img1.qunarzz.com/sight/p0/1708/32/327a97670aee27ca3.water.jpg_280x200_8452d9f5.jpg
山东·烟台·昆嵛山国家森林公园,九龙池,1461206594,古建筑,无级别,热度 0.0,山东省烟台市牟平区,天生地就，奇险妙绝,121.702638,37.301922,¥48 起,61,http://img1.qunarzz.com/sight/p0/201403/07/9ebd52b24d17f8468145affdbc639452.jpg_280x200_03753649.jpg
云南·大理·祥云县,大理祥云亦乐谷水乐园,3527763867,游乐场,无级别,热度 0.0,云南省大理州祥云县祥城镇褚家村六组,休闲水乐娱乐场所,100.573785,25.453613,¥49 起,61,http://img1.qunarzz.com/sight/p0/1611/b7/b70c4a4f06e55da4a3.img.jpg_280x200_147411ce.jpg
重庆·重庆·南岸区,反弹蹦床公园（南坪万达店）,578047727,游乐场,无级别,热度 0.0,重庆市南岸区江南大道8号南坪万达广场新馆3楼3002,新型的室内游乐运动形式,106.575751,29.532184,¥80 起,61,http://img1.qunarzz.com/sight/p0/1811/d2/d24c5e96f122d0ca3.img.jpg_280x200_37fcb6d5.jpg
广东·潮州·潮州古城,广济桥,3572256620,古建筑,无级别,热度 0.88,广东省潮州市湘桥区,梁舟结合，刚柔相济，动静起伏，变化各异,116.659236,23.669265,¥248 起,60,http://img1.qunarzz.com/sight/p34/201211/07/7f437adb100e256f93835fbb.jpg_280x200_e6831f9d.jpg
广东·梅州·梅县,雁南飞茶田景区,1466148136,山川,5A景区,热度 0.86,广东省梅州市梅县区雁洋镇,青山环绕中呈现一幅世外桃源的醉人画卷,116.374316,24.388603,¥70 起,60,http://img1.qunarzz.com/sight/p0/1603/c7/c7b78b9524a4c8e790.water.jpg_280x200_88a63e7a.jpg
天津·天津·南开区,南开大学,3780201908,城市观光,无级别,热度 0.84,天津市南开区卫津路94号,南开大学是已故总理周恩来的母校,117.185475,39.109076,¥2 起,60,http://img1.qunarzz.com/sight/p0/201403/07/450c92b8cb4484fe7641c66f03abdbbe.jpg_280x200_9cab62ab.jpg
广东·河源·东源县,万绿湖镜花缘旅游区,833816872,公园,4A景区,热度 0.78,广东省河源市东源县新港镇港中路17号（近万绿湖码头）,一片如真似幻、美景如画的世外桃源景象,114.635789,23.782172,¥32 起,60,http://img1.qunarzz.com/sight/p0/1505/73/73b2d79cae228337.water.jpg_280x200_b3fc9f52.jpg
广西·桂林·叠彩伏波景区,叠彩山,1069845752,古建筑,无级别,热度 0.76,广西壮族自治区桂林市龙珠路2号叠彩山,观历代名人摩崖石刻，登叠彩一览桂林全景,110.30751,25.296191,¥47 起,60,http://img1.qunarzz.com/sight/p76/201211/09/1e9fcf54f823698a93835fbb.jpg_280x200_b45540ea.jpg
广西·桂林·叠彩伏波景区,叠彩山,1069845752,山川,无级别,热度 0.76,广西壮族自治区桂林市龙珠路2号叠彩山,观历代名人摩崖石刻，登叠彩一览桂林全景,110.30751,25.296191,¥47 起,60,http://img1.qunarzz.com/sight/p76/201211/09/1e9fcf54f823698a93835fbb.jpg_280x200_b45540ea.jpg
广西·桂林·叠彩伏波景区,叠彩山,1069845752,文化古迹,无级别,热度 0.76,广西壮族自治区桂林市龙珠路2号叠彩山,观历代名人摩崖石刻，登叠彩一览桂林全景,110.30751,25.296191,¥47 起,60,http://img1.qunarzz.com/sight/p76/201211/09/1e9fcf54f823698a93835fbb.jpg_280x200_b45540ea.jpg
海南·海口·琼山区,琼台书院,2863741915,古建筑,无级别,热度 0.74,海南省海口市琼山区中山路8号,楼内雕梁画栋，异常别致,110.363561,20.004356,¥9 起,60,http://img1.qunarzz.com/wugc/p102/201306/06/49550b55dcb9028093835fbb.jpg_280x200_52cf887a.jpg
山东·青岛·崂山区,青岛大学,1176130417,城市观光,无级别,热度 0.74,山东省青岛市崂山区,具有丰厚文化底蕴和浓郁的时代气息,120.48773612191,36.1215201,¥358 起,60,http://img1.qunarzz.com/sight/p19/201211/01/2a3b66fdecfdae1c93835fbb.jpg_280x200_688fe356.jpg
浙江·杭州·临安市,天目山,3687458344,山川,4A景区,热度 0.74,浙江省杭州临安市西天目乡,清肺森林浴 | 空气清新负氧离子爆表,119.435955,30.353646,¥105 起,60,http://img1.qunarzz.com/sight/p0/1411/ef/dbb23c9a3d4d4099cdb90409def5276b.water.jpg_280x200_df2d9293.jpg
广东·潮州·潮安县,太安堂豪生温泉酒店,1748616516,农家度假,4A景区,热度 0.72,广东省潮州市潮安县078县道,天然形成，环抱自然，是放松身心的好去处,116.593263,23.511105,¥125 起,60,http://img1.qunarzz.com/sight/p0/201403/07/164bf5e08795b37829728ab68a39aad9.jpg_280x200_a7fb8c4f.jpg
江苏·苏州·吴中区,启园,2294894529,公园,无级别,热度 0.7,江苏省苏州市吴中区东山镇启园路39号,二层建筑，端庄雅致,120.420514,31.103166,¥40.5 起,60,http://img1.qunarzz.com/sight/p0/201403/06/8c7e57de290a7af7a82389abf4548e46.jpg_280x200_db2ef5f8.jpg
山西·太原·迎泽区,山西博物院,1153095375,展馆,无级别,热度 0.7,太原市万柏林区滨河西路北段13号,我国建馆时间较早的综合性地志博物馆之一,112.537655,37.871436,¥2.2 起,60,http://img1.qunarzz.com/sight/p0/1701/93/93c413179d27e6faa3.img.jpg_280x200_aae0f4b5.jpg
陕西·延安·宝塔区,南泥湾革命旧址,204882123,文化古迹,无级别,热度 0.7,陕西省延安市宝塔区延安城东南45公里处,中国共产党军垦事业的发祥地,109.677516,36.321241,¥127 起,60,http://img1.qunarzz.com/sight/p0/201303/11/32b297bf0903614ec8d65eac.jpg_280x200_8cf507c3.jpg
湖北·武汉·江汉区,武汉市博物馆,2003829753,展馆,4A景区,热度 0.7,湖北省武汉市江汉区青年路373号,集东方文化的典雅与现代化功能于一体,114.263081,30.617735,¥1.4 起,60,http://img1.qunarzz.com/wugc/p116/201207/30/77b2ba925c06b10f93835fbb.jpg_280x200_7a27b56b.jpg
浙江·台州·天台山风景区,天台山华顶国家森林公园,1027833421,公园,4A景区,热度 0.7,浙江省台州市天台县石梁镇华顶景区,超尘绝俗的世外桃源，魅力无穷的梦幻世界,121.090295,29.258681,¥45 起,60,http://img1.qunarzz.com/sight/p0/201405/13/ff9a7d201b26a47170331804b7896307.jpg_280x200_c3398694.jpg
浙江·台州·天台山风景区,天台山华顶国家森林公园,1027833421,山川,4A景区,热度 0.7,浙江省台州市天台县石梁镇华顶景区,超尘绝俗的世外桃源，魅力无穷的梦幻世界,121.090295,29.258681,¥45 起,60,http://img1.qunarzz.com/sight/p0/201405/13/ff9a7d201b26a47170331804b7896307.jpg_280x200_c3398694.jpg
重庆·重庆·江北区,金源方特科幻公园,336846212,游乐场,4A景区,热度 0.7,重庆市江北区北滨路368号金源时代购物广场内,高科技主题公园，青少年活动基地,106.532082,29.564602,¥2 起,60,http://img1.qunarzz.com/sight/p0/201403/07/a47d780d4cb982c071b27b8326e43b48.jpg_280x200_5dac932a.jpg
广西·贺州·八步区,紫云景区,520920137,公园,3A景区,热度 0.7,广西省贺州市八步区鹅塘粟木村,9月莲藕节一饱佳藕天成的眼福和口福,111.525641,24.373496,¥34 起,60,http://img1.qunarzz.com/sight/p0/201311/07/16d8335219ec4e3cc8d65eac.jpg_280x200_b55fbd2b.jpg
安徽·安庆·桐城市,孔城老街景区,4031645658,古建筑,无级别,热度 0.0,安徽省安庆桐城孔城镇,来孔城镇，感受徽派建筑的韵味,117.089091,31.037632,¥8.8 起,60,http://img1.qunarzz.com/sight/p0/201212/14/7f1769121c81c3b293835fbb.jpg_280x200_ffd8df6e.jpg
安徽·阜阳·太和县,太和环球嘉年华游乐园,4119726038,游乐场,无级别,热度 0.0,安徽省阜阳市太和县沙颍河三桥南往西,皖西北地区体验旅游的重要标志,115.605289,33.149615,¥110 起,60,http://img1.qunarzz.com/sight/p0/1608/a3/a3311afcaf0fcd1fa3.img.jpg_280x200_e97d69fb.jpg
福建·福州·平潭县,龙凤头海滨浴场,3765572472,运动健身,无级别,热度 0.0,福建省福州平潭县坛西大道龙凤头海滨公园向北250米,是喜欢游泳的游客不可不去的一处胜地,119.812638,25.506354,¥70 起,60,http://img1.qunarzz.com/sight/p0/1701/56/561eda15f0228367a3.water.jpg_280x200_bd5d637c.jpg
福建·龙岩·高北土楼群,侨福楼,2168700763,文化古迹,无级别,热度 0.0,福建省龙岩市永定县南溪土楼群景区,侨福楼因出了11个博士而闻名于世,117.014875,24.666914,¥98 起,60,http://img1.qunarzz.com/sight/p0/201306/24/fa43fcde6912ecefc8d65eac.jpg_280x200_b167b8e0.jpg
福建·漳州·龙海市,火山岛地学博物馆,3404556257,展馆,无级别,热度 0.0,福建漳州龙海市火山岛旅游休闲度假区内,区内包括香山、林进屿、南碇岛三大景区,118.030152,24.213281,¥100 起,60,http://img1.qunarzz.com/sight/p0/1802/53/5336b1b71be5367da3.water.jpg_280x200_c4e04cf1.jpg
